Clinic Name,Street Address,City,State,ZIP Code,X,Y,Last Updated,Clinic Website,Phone Number,Volume Ordered,Order Date,Federal Allocation,Open Data Link
RITE AID STORE #11056,6822 HAMILTON BOULEVARD,ALLENTOWN,Pennsylvania,18106,-75.590152,40.552867,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11058,241 NORTH FIRST STREET,LEHIGHTON,Pennsylvania,18235,-75.708902,40.836197,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11059,1241 BLAKESLEE BLVD. DR. S#2,LEHIGHTON,Pennsylvania,18235,-75.6981333,40.8327944,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11060,205 CENTER STREET,TAMAQUA,Pennsylvania,18252,-75.968182,40.794977,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11062,3382 ROUTE 940,MOUNT POCONO,Pennsylvania,18344,-75.361602,41.12596,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11063,228 MAIN STREET,Stroudsburg,Pennsylvania,18360,-75.188385,40.989368,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11064,791 SCRANTON CARBONDALE HWY,EYNON,Pennsylvania,18403,-75.5518426,41.490547,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11068,609 LUZERNE STREET,SCRANTON,Pennsylvania,18504,-75.678991,41.4056,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11069,1777 NORTH KEYSER AVENUE,SCRANTON,Pennsylvania,18508,-75.667929,41.445382,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11073,400 WEST SECOND STREET,BERWICK,Pennsylvania,18603,-76.239317,41.05271,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11075,120 LAUREL PLAZA,PITTSTON,Pennsylvania,18640,-75.772758,41.320573,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11076,420 TIOGA WEST PLZ STE 110,TUNKHANNOCK,Pennsylvania,18657,-75.961376,41.54249,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11077,920 WILKES-BARRE TWN. BLVD,WILKES-BARRE,Pennsylvania,18702,-75.8636394,41.2379691,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11081,556 UNION STREET,LUZERNE,Pennsylvania,18709,-75.897327,41.283417,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11082,801 GROW AVENUE,MONTROSE,Pennsylvania,18801,-75.86338,41.837666,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11083,1593 ELMIRA STREET,SAYRE,Pennsylvania,18840,-76.539118,41.971386,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11084,148 ENNIS LANE,TOWANDA,Pennsylvania,18848,-76.422551,41.767241,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11089,1 ICE CREAM ALLEY,NEWTOWN,Pennsylvania,18940,-74.942143,40.243522,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11091,5707 EASTON ROAD,Plumsteadville,Pennsylvania,18949,-75.146761,40.387813,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11093,1039 2ND STREET PIKE,RICHBORO,Pennsylvania,18954,-75.010369,40.216836,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11096,1035 COUNTY LINE ROAD,Southampton,Pennsylvania,18966,-75.01475,40.180928,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11097,642 EASTON ROAD,WARRINGTON,Pennsylvania,18976,-75.138913,40.229433,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11099,2182 COUNTY LINE ROAD,HUNTINGDON VALLEY,Pennsylvania,19006,-75.073178,40.171967,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11100,244 COMMERCE CIRCLE,BRISTOL,Pennsylvania,19007,-74.871648,40.102548,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11101,705 W LANCASTER AVENUE,BRYN MAWR,Pennsylvania,19010,-75.313935,40.019402,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11104,1650 LIMEKILN PIKE,DRESHER,Pennsylvania,19025,-75.168681,40.145465,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11105,832 NORTH LANSDOWNE AVE.,DREXEL HILL,Pennsylvania,19026,-75.287534,39.958773,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11106,600 LINCOLN HIGHWAY,FAIRLESS HILLS,Pennsylvania,19030,-74.830838,40.190797,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11109,1 SUMMIT SQUARE,LANGHORNE,Pennsylvania,19047,-74.929321,40.216218,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11110,96 NORTH FLOWERS MILL ROAD,LANGHORNE,Pennsylvania,19047,-74.907325,40.180996,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11112,3120 CHICHESTER AVENUE,BOOTHWYN,Pennsylvania,19061,-75.441953,39.834631,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11113,510 EAST BALTIMORE PIKE,MEDIA,Pennsylvania,19063,-75.379856,39.915288,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11114,696 STONEY HILL ROAD,YARDLEY,Pennsylvania,19067,-74.875732,40.221878,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11115,547 WEST TRENTON AVENUE,Morrisville,Pennsylvania,19067,-74.794146,40.211247,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11116,3599 WEST CHESTER PIKE,NEWTOWN SQUARE,Pennsylvania,19073,-75.398575,39.986712,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11117,1500 GARRETT ROAD,UPPER DARBY,Pennsylvania,19082,-75.274499,39.954931,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11119,644 WEST LANCASTER AVE.,WAYNE,Pennsylvania,19087,-75.404911,40.045837,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11122,284 EAST LANCASTER AVENUE,WYNNEWOOD,Pennsylvania,19096,-75.264153,39.992298,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11142,128 AIRPORT ROAD,COATESVILLE,Pennsylvania,19320,-75.869031,39.985204,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11143,3807 LINCOLN HIGHWAY,DOWNINGTOWN,Pennsylvania,19335,-75.744969,39.996244,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11148,120 SOUTH MILL ROAD,KENNETT SQUARE,Pennsylvania,19348,-75.720382,39.84497,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11151,1395 EAST BOOT ROAD,WEST CHESTER,Pennsylvania,19380,-75.566963,39.997673,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11153,1535 WEST CHESTER PIKE,West Chester,Pennsylvania,19382,-75.526115,39.966866,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11154,13 EAST GAY STREET,WEST CHESTER,Pennsylvania,19380,-75.604804,39.960749,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11158,160 NORTH GULPH ROAD STE1088,KING OF PRUSSIA,Pennsylvania,19406,-75.391813,40.08569,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11160,200 W. RIDGE AVENUE STE 112,CONSHOHOCKEN,Pennsylvania,19428,-75.30355,40.076599,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11162,1856 NORTH BROAD STREET,LANSDALE,Pennsylvania,19446,-75.266002,40.258172,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11166,1140 TOWN SQUARE RD,POTTSTOWN,Pennsylvania,19465,-75.658941,40.224441,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11169,23 NORTH ELM STREET,KUTZTOWN,Pennsylvania,19530,-75.768194,40.527534,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11170,418 PENN STREET,READING,Pennsylvania,19602,-75.929285,40.335298,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11171,3215 5TH STREET HIGHWAY,READING,Pennsylvania,19605,-75.941299,40.392384,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11172,4630 PERKIOMEN AVENUE,READING,Pennsylvania,19606,-75.860972,40.306265,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11173,2962 ST. LAWRENCE AVENUE,READING,Pennsylvania,19606,-75.877732,40.329021,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #11174,2210 STATE HILL ROAD,WYOMISSING,Pennsylvania,19610,-75.980895,40.339878,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #12999,301 EISENHOWER DRIVE,HANOVER,Pennsylvania,17331,-76.988599,39.825242,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
RITE AID STORE #17783,7036 WERTZVILLE ROAD,MECHANICSBURG,Pennsylvania,17050,-77.049366,40.283292,4/13/2021,https://www.riteaid.com/pharmacy/covid-qualifier,,,,Yes,
Robert Packer Hospital,Guthrie Square,Sayre,Pennsylvania,18840,-76.5369197,41.982191,4/13/2021,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment,570-887-7150,1170,4/9/2021,No,
Ross Township Point of Dispensing,1000 Ross Municipal Drive,Pittsburgh,Pennsylvania,15237,-80.038305,40.5513327,4/13/2021,https://vax4.alleghenycounty.us/patient/s/,Call 2-1-1,,,No,
Sadler Health Center,100 North Hanover Street,Carlisle,Pennsylvania,17013,-77.188979,40.20305,4/13/2021,https://www.sadlerhealth.org/,717-218-6670,600,4/9/2021,No,
SAINT CHARLES WAY DIALYSIS,308 SAINT CHARLES WAY,York,Pennsylvania,17402,-76.693166,39.929055,4/13/2021,,1-800-424-6589,,,Yes,
Sams Club Store #8191,441 WILKES BARRE TOWNSHIP BLVD,WILKES BARRE,Pennsylvania,18702,-75.863637,41.236012,4/13/2021,www.samsclub.com/covid,,,,Yes,
Sav-On Pharmacy #3739,105 E Street Road,Feasterville Trevose,Pennsylvania,19053,-74.9985,40.14828,4/13/2021,https://www.acmemarkets.com/pharmacy/covid-19.html,,,,Yes,
Sav-On Pharmacy #3798,567 Sproul Rd,Broomall,Pennsylvania,19008,-75.357613,39.971946,4/13/2021,https://www.acmemarkets.com/pharmacy/covid-19.html,,,,Yes,
Scranton Primary Hlth Care Cntr-Alder,425 ALDER ST,Scranton,Pennsylvania,18505,-75.665913,41.399843,4/13/2021,,570-344-9684,100,4/9/2021,No,
Sharon Regional Medical Center,PHARMACY DEPARTMENT,Sharon,Pennsylvania,16146,-80.498898,41.232902,4/13/2021,https://www.sharonregionalmedical.org/,724-983-7252,1170,4/9/2021,No,
ShopRite # 449,4701 Freemansburg Ave,Easton,Pennsylvania,18045,-75.292329,40.650855,4/13/2021,https://vaccines.shoprite.com/,,,,Yes,
ShopRite #414,921 Drinker Turnpike,Covington Twp,Pennsylvania,18444,-75.514343,41.310335,4/13/2021,https://vaccines.shoprite.com/,,,,No,
ShopRite #416,3430 Route 940,Mount Pocono,PA,18344,-75.35358,41.122478,4/13/2021,https://vaccines.shoprite.com/,,,,Yes,
ShopRite 422,107 Kinsley Drive,Brodheadsville,Pennsylvania,18322,-75.422151,40.920224,4/13/2021,https://vaccines.shoprite.com/,,,,Yes,
ShopRite Pharmacy #439,942 West Street Road,Warminster,PA,18974,-75.107068,40.210801,4/13/2021,https://vaccines.shoprite.com/,,,,No,
SLUHHN-Allentown,1736 HAMILTON BLVD,Allentown,Pennsylvania,18104,-75.5371705,40.6050762,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,1200,4/9/2021,No,
SLUHHN-Bethlehem,801 OSTRUM ST,Bethlehem (Part-Lehigh),Pennsylvania,18015,-75.392627,40.608689,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,1170,4/9/2021,No,
SLUHHN-Miners,360 W. Ruddle St,Coaldale,Pennsylvania,18218,-75.914299,40.821487,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,900,4/9/2021,No,
SLUHHN-Sacred Heart Campus,421 Chew St,Allentown,Pennsylvania,18102,-75.468091,40.608047,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,2000,4/9/2021,No,
SLUHN-Anderson Campus Hospital,1872 St Luke Blvd,Easton,Pennsylvania,18045,-75.267688,40.687393,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,3510,4/9/2021,No,
SLUHN-Monroe,100 St. Lukes Lane,Stroudsburg,Pennsylvania,18360,-75.261735,40.998044,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1-866-785-8537,1570,4/9/2021,No,
SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,-75.3428951,40.4540889,4/13/2021,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,866-785-8537,1170,4/9/2021,No,
Snyder County Community Vaccination Clinic,145 Meadow Circle,Selinsgrove,Pennsylvania,17870,-76.8612744,40.8089265,4/13/2021,https://www.snydercounty.org,570-452-7013,,,No,
Spartan Pharmacy,3526 BROWNSVILLE ROAD,Pittsburgh,Pennsylvania,15227,-79.975657,40.374133,4/13/2021,https://spartanpharmacy.com/immunization/,412-884-4400,1170,4/9/2021,No,
Spartan Pharmacy Bethel Park,3400 South Park Rd,Bethel Park,Pennsylvania,15102,-80.057267,40.321882,4/13/2021,https://spartanpharmacy.com/immunization/,412-831-1333,1170,4/9/2021,No,
Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,Pittsburgh,Pennsylvania,15227,-79.982148,40.372921,4/13/2021,http://www.spartanpharmacy.com/,1-412-440-5888,1170,4/9/2021,No,
Springfield Hospital,190 W. Sproul Road,Springfield,Pennsylvania,19064,-75.348368,39.922454,4/13/2021,https://delcopa.gov/vax,484-276-2100,,,No,
Springfield Pharmacy,1154 Baltimore Pike,Springfield,Pennsylvania,19064,-75.346762,39.913832,4/13/2021,https://myspringfieldpharmacy.com/covid-19-vaccine/,610-544-4645,500,4/9/2021,No,
Squirrel Hill Health Center,4516 Browns Hill Road,Pittsburgh,Pennsylvania,15217,-79.925759,40.41681,4/13/2021,https://squirrelhillhealthcenter.org/covid-19-vaccines/,412-697-7933,300,4/9/2021,No,
Squirrel Hill Health Center-Brentwood,103 Towne Square Way,Pittsburgh,Pennsylvania,15227,-79.983049,40.368249,4/13/2021,https://squirrelhillhealthcenter.org/covid-19-vaccines/,412-697-7933,100,4/9/2021,No,
St Clair Hospital,St. Clair Hospital,Pittsburgh,Pennsylvania,15243,-80.067034,40.376822,4/13/2021,,412-942-4000,1170,4/9/2021,No,
St Mary Medical Center,St. Mary Medical Center Pharmacy,Langhorne,Pennsylvania,19047,-74.929566,40.202663,4/13/2021,https://www.trinityhealthma.org/covid-19/vaccine-request,215-710-2832,1170,4/9/2021,No,
St Marys Pharmacy,4 Railroad Street,Saint Marys,Pennsylvania,15857,-78.560794,41.427735,4/13/2021,https://WWW.SMPRX.COM/VACCINES,814-971-1070,400,4/9/2021,No,
Stauffers LTC Pharmacy-New Holland 2,147 E Main St,New Holland,Pennsylvania,17557,-76.08828,40.102874,4/13/2021,https://www.stauffersdrugstore.com/long-term-care,717-355-9300,,,No,
Sto-Rox Family Health Center,710 Thompson Avenue,Mc Kees Rocks,Pennsylvania,15136,-80.062134,40.465272,4/13/2021,https://www.alleghenycounty.us/Health-Department/Resources/COVID-19/COVID-19-Vaccine-Information.aspx,412-771-6462,100,4/9/2021,No,
Susq Community Health and Dental Cente,471 Hepburn Street,Williamsport,Pennsylvania,17701,-77.007053,41.24184,4/13/2021,https://www.rivervalleyhealthanddental.org,570-567-5400,100,4/9/2021,No,
Synergy Grandview Pharmacy Inc.,173 POINT TOWNSHIP DR,Northumberland,Pennsylvania,17857,-76.781622,40.89982,4/13/2021,,570-473-7506,,,No,
THE CHESTER COUNTY HOSPITAL,PHARMACY,WEST CHESTER,PENNSYLVANIA,19380,-75.600912,39.97215,4/13/2021,https://www.chestercountyhospital.org/,1-610-883-5410,1170,4/9/2021,No,
The Hometown Pharmacy-New Castle,20 E Lawrence St,New Castle,Pennsylvania,16101,-80.346445,40.997909,4/13/2021,https://www.thehometownpharmacies.com,330-318-3926,100,4/9/2021,No,
The Medicine Shoppe 2057,101 W LANCASTER AVE,Reading,Pennsylvania,19607,-75.969856,40.304024,4/13/2021,https://www.shillingtonms.com/pharmacy-request-covid-19-vaccine,610-777-2313,2340,4/9/2021,No,
The Medicine Shoppe-Boyertown,2 E. Philadelphia Avenue,Boyertown,Pennsylvania,19512,-75.637477,40.333594,4/13/2021,https://www.medicineshoppeboyertown.com,610-369-3888,3510,4/9/2021,No,
The Washington Hospital,155 Wilson Ave,Washington,Pennsylvania,15301,-80.247454,40.183312,4/13/2021,https://whs.org/covid/,724-579-1100,2340,4/9/2021,No,
THMG Vaccine Clinic-Muhlenberg,1000 Tuckerton Court,Reading,Pennsylvania,19605,-75.948258,40.401299,4/13/2021,https://towerhealth.org/covid-19-information-center/covid-19-vaccine,484-628-4001,1800,4/9/2021,No,
Tops Pharmacy #601,1702 E. 38th Street,Erie,Pennsylvania,16510,-80.030027,42.115846,4/13/2021,https://www.topsmarkets.com/Covid19vaccinations,,,,Yes,
Tops Pharmacy 602,1520 W 26th Street,Erie,Pennsylvania,16508,-80.104509,42.100594,4/13/2021,https://www.topsmarkets.com/Covid19vaccinations,,,,Yes,
Tops Pharmacy-603,74 Market St.,Warren,Pennsylvania,16365,-79.144624,41.842703,4/13/2021,https://www.topsmarkets.com/Covid19vaccinations,,,,Yes,
Tops Pharmacy-672,525 NORTH FRALEY STREET,Kane,Pennsylvania,16735,-78.813352,41.669292,4/13/2021,https://www.topsmarkets.com/Covid19vaccinations,,,,Yes,
Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,-79.918715,40.4942002,4/13/2021,https://pcapharmacy.com/,412-444-2886,,,No,
Uniontown Hospital,500 West Berkeley Street,Uniontown,Pennsylvania,15401,-79.737489,39.90199,4/13/2021,https://www.uniontownhospital.com/covid-19-resources,724-430-8753,200,4/9/2021,No,
University of Pittsburgh,Peterson Events Center,Pittsburgh,Pennsylvania,15261,-79.961353,40.443509,4/13/2021,https://www.alleghenycounty.us/Health-Department/Resources/COVID-19/COVID-19-Vaccine-Information.aspx,Call 2-1-1,500,4/9/2021,No,
UPMC Community Pharmacies,1860 Centre Ave,Pittsburgh,Pennsylvania,15219,-79.981766,40.442747,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,500,4/9/2021,No,
UPMC Northwest Vaccine Clinic,6945 US 322,Cranberry,Pennsylvania,16319,-79.718771,41.351749,4/13/2021,https://vaccine.upmc.com,1-844-876-2822,,,No,
UPMC Pinnacle Hanover,300 HIGHLAND AVENUE,HANOVER,PENNSYLVANIA,17331,-76.983711,39.808054,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,700,4/9/2021,No,
UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,Mechanicsburg,Pennsylvania,17050,-76.977266,40.283233,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1000,4/9/2021,No,
UPMC Susquehanna-Williamsport,700 High Street,Williamsport,Pennsylvania,17701,-77.014411,41.24554,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC Wellsboro,32-36 Central Ave,Wellsboro,Pennsylvania,16901,-77.299405,41.74539,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC-Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,-78.398234,40.521206,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC-CHILDRENS HOSPITAL OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,-79.952919,40.466131,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,3510,4/9/2021,No,
UPMC-Hamot,201 State St,Erie,Pennsylvania,16507,-80.087751,42.133373,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,2340,4/9/2021,No,
UPMC-Kane Community Hospital,4372 Rt 6,Kane,Pennsylvania,16735,-78.730968,41.673346,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC-McKeesport,1500 5th Avenue,Mc Keesport,Pennsylvania,15132,-79.849609,40.352176,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,500,4/9/2021,No,
UPMC-Mercy Hospital of Pittsburgh,1400 Locust Street,Pittsburgh,Pennsylvania,15219,-79.986291,40.436802,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC-Northwest,100 Fairfield Drive,Seneca,Pennsylvania,16346,-79.70786,41.36008,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,2770,4/9/2021,No,
UPMC-Pinnacle Harrisburg,RX DEPT,Harrisburg,Pennsylvania,17101,-76.881117,40.257681,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,2000,4/9/2021,No,
UPMC-Presbyterian,G119 Presbyterian,Pittsburgh,Pennsylvania,15213,-79.960728,40.441886,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1170,4/9/2021,No,
UPMC-Shadyside,5230 Centre Avenue,Pittsburgh,Pennsylvania,15232,-79.940481,40.455272,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,2340,4/9/2021,No,
UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,-79.896,40.487535,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1500,4/9/2021,No,
Upper Hill/Oakland Point of Dispensing,3719 Terrace Street,Pittsburgh,Pennsylvania,15261,-79.961353,40.443509,4/13/2021,https://vax4.alleghenycounty.us/patient/s/,Call 2-1-1,,,No,
VDI-Blairsville Pharmacy,135 E Market St.,Blairsville,Pennsylvania,15717,-79.262009,40.431024,4/13/2021,https://mainlinepharmacy.com/covid-vaccine-scheduling/,724-459-7400,1500,4/9/2021,No,
VDI-Boalsburg Apothecary,3901 S Atherton St,State College,Pennsylvania,16801,-77.802183,40.781378,4/13/2021,,814-466-7936,200,4/9/2021,No,
VDI-Crestwood Pharmacy,10 S Mountain Blvd,Mountain Top,Pennsylvania,18707,-75.886098,41.161736,4/13/2021,https://www.crestwoodpharmacypa.com,,300,4/9/2021,No,
VDI-Gaughns Drug Store,348 Pennsylvania Ave W,Warren,Pennsylvania,16365,-79.149414,41.845058,4/13/2021,,814-723-2840,200,4/9/2021,No,
VDI-Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,-76.657051,40.269463,4/13/2021,https://www.hersheypharmacy.com,717-534-1300,1000,4/9/2021,No,
VDI-Livingston Pharmacy,550 Miller Ave,Clairton,Pennsylvania,15025,-79.883084,40.293412,4/13/2021,,412-233-7100,400,4/9/2021,No,
VDI-Mainline Pharm Twp Davidsville,118 North Main Street,Davidsville,Pennsylvania,15928,-78.936584,40.227332,4/13/2021,https://mainlinepharmacy.com/covid-vaccine-scheduling/,724-459-7400,1200,4/9/2021,No,
VDI-Mainline Pharmacy-Somerset,168 West Main St,Somerset,Pennsylvania,15501,-79.080457,40.008513,4/13/2021,https://mainlinepharmacy.com/covid-vaccine-scheduling/,814-445-6511,1200,4/9/2021,No,
VDI-Moshannon Valley Pharm Phillipsburg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,-78.206711,40.907036,4/13/2021,,814-342-3750,200,4/9/2021,No,
VDI-Park Avenue Pharmacy Inc,220 Park Ave,Chambersburg,Pennsylvania,17201,-77.647657,39.947976,4/13/2021,https://www.myparkavenuepharmacy.com,717-264-7312,1170,4/9/2021,No,
VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Clairton,Pennsylvania,15025,-79.957798,40.321622,4/13/2021,https://www.pleasanthillsapothecary.com,412-653-7566,1000,4/9/2021,No,
VDI-Primary Care Pharmacy Services Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,-80.091426,40.471602,4/13/2021,https://www.primarycarepharmacysvcs.com,412-720-1041,300,4/9/2021,No,
VDI-Rann Pharmacy Inc,377 Main Street,Harleysville,Pennsylvania,19438,-75.380695,40.275341,4/13/2021,https://rannpharmacy.com/covid-19-vaccine/,215-256-4146,1170,4/9/2021,No,
VDI-Skippack Pharmacy,4118 W Skippack Pike,Schwenksville,Pennsylvania,19473,-75.4650857,40.2533009,4/13/2021,http://www.tinyurl.com/COVIDvaccine-SkippackPharmacy,267-483-7117,2340,4/9/2021,No,
VIP Pharmacy,7737 New Falls Rd,Levittown,Pennsylvania,19055,-74.847852,40.16059,4/13/2021,https://www.vippharmacyrx.com,215-486-7300,300,4/9/2021,No,
Walgreens Store # 10386,508 E. Plank Rd.,Altoona,Pennsylvania,16602,-78.403118,40.479473,4/13/2021,https://www.walgreens.com/topic/findcare/coronavirus.jsp,1-800-925-4733,,,Yes,
Walgreens Store # 6924,152 E. Lancaster Ave.,Paoli,Pennsylvania,19301,-75.477109,40.042069,4/13/2021,https://www.walgreens.com/topic/findcare/coronavirus.jsp,1-800-925-4733,,,Yes,
Walgreens Store # 9281,5956 Penn Cir. S. # 1,Pittsburgh,Pennsylvania,15206,-79.926648,40.459398,4/13/2021,https://www.walgreens.com/topic/findcare/coronavirus.jsp,1-800-925-4733,,,Yes,
Walgreens Store # 9804,180 W. Main St.,Uniontown,Pennsylvania,15401,-79.732105,39.9012,4/13/2021,https://www.walgreens.com/topic/findcare/coronavirus.jsp,1-800-925-4733,,,Yes,
